ISO,internet,year,elec,capital,hc,water,contract,rail,ed,land,truck
NGA,-0.000869956,2019,-0.000143065,1.66899388499681e-09,7.692151367279782e-05,0.0031224,-0.000373038,0.000139623,-0.066754379,2.933801821438006e-05,-0.00158919
DNK,-0.000953492,2019,0.014991456,2.3452011503327773e-08,0.001050605,-0.084675447,0.042671864,0.016080249,-0.045198756,-0.000577753,0.043560044
SRB,-0.00106147,2019,0.035047042,1.383136496504078e-08,0.000888447,-0.073290434,0.036594493,0.026256678,-0.0523252,-8.58E-05,0.048917558
BGR,-0.00114716,2019,0.031971448,1.1848414694276528e-08,0.000828196,-0.066638709,0.030911564,0.022647248,-0.037484142,0.000160169,0.040319624
TUR,-0.001209467,2019,0.035569166,1.3661958439212715e-08,0.000782476,-0.07656688,0.045616004,0.026000986,-0.044529256,-0.000888698,0.046173233
SVK,-0.00126752,2019,0.023280653,2.4571890467253183e-08,0.001180314,-0.093149993,0.069439599,0.021768556,-0.03197126,-0.000294265,0.043556833
QAT,-0.001336712,2019,0.00715085,1.3092962588268481e-08,0.000573367,-0.000327555,-0.003331274,0.003735692,-0.030094496,-0.000182521,0.002727467
TKM,-0.001438958,2019,0.00555552,1.6002897607861817e-08,0.000709157,-0.000350501,-0.002384232,0.001944739,-0.026981369,0.000112646,0.001204976
JPN,-0.001517079,2019,0.024797165,2.924219886600276e-08,0.00119468,-0.090456105,0.06116552,0.02065353,-0.010190595,-0.001324273,0.037090246
NZL,-0.001526057,2019,0.019390173,1.3938168429649041e-08,0.001096641,-0.068070987,0.034756545,0.021154949,-0.05589666,0.001471654,0.084714329
VEN,-0.001938798,2019,0.004629447,-3.89E-10,-6.15E-07,-0.001974621,-0.000479833,0.003713226,-0.035474742,-0.000220763,0.004845538
ALB,-0.001959888,2019,0.019642882,8.229627480491755e-10,0.000523438,-0.081956785,0.04670742,0.014975475,-0.114275969,-0.001233651,0.040541409
RUS,-0.002023853,2019,0.021832961,5.4946986847180455e-09,0.000475171,-0.03031111,0.005685109,0.02068942,-0.035302965,0.000773129,0.021389084
AZE,-0.00215206,2019,0.001794403,6.09812836303541e-10,3.958776179661559e-05,0.004214176,-0.000199386,0.001280661,-0.037390621,4.038611833653816e-05,0.000315713
AUS,-0.002323437,2019,0.059117348,3.876099914463792e-09,0.000602483,-0.067743913,0.022852214,0.029456376,-0.043171254,0.005033788,0.034683812
CAN,-0.00246154,2019,0.025248894,1.5204601935085342e-08,0.000789074,-0.061290301,0.034091509,0.019302543,-0.042636045,0.000918062,0.034866753
DZA,-0.002476211,2019,0.005758782,6.2982462731373405e-09,0.000345564,-0.002848083,-0.005044273,0.00322947,-0.031850623,-0.000468877,0.002869389
PRT,-0.002490819,2019,0.027686321,1.7696534864242986e-08,0.000899653,-0.08243244,0.047986764,0.022121567,-0.050267929,-0.001069549,0.041778309
SAU,-0.002531458,2019,0.014327811,5.896796669449461e-09,0.000259496,-0.004233412,-0.001325445,0.010668103,-0.039681567,-0.000606263,0.011568454
SLV,-0.002615904,2019,0.025671104,2.0851386555967566e-09,0.000430026,-0.082476128,0.048670424,0.019291875,-0.062648085,-0.002400041,0.044600779
CHN,-0.00276179,2019,0.019141734,1.89669865495545e-08,0.000956054,-0.092187041,0.058153306,0.014655208,-0.016334642,-0.002353141,0.031316178
KWT,-0.002803986,2019,0.004115265,3.5335338644611006e-09,0.000192542,-0.005193944,0.002669738,0.004532144,-0.033469394,-0.000379668,0.005829778
ZAF,-0.003029565,2019,0.054610029,8.373064478482333e-09,0.000672805,-0.076165557,0.031458462,0.029810262,-0.041833023,0.001550412,0.047219003
HUN,-0.003274352,2019,0.019718967,2.386636147563633e-08,0.001134625,-0.086735224,0.05982599,0.0181608,-0.02335157,-0.000690658,0.03956524
TTO,-0.003644452,2019,0.023625608,1.5270198761560114e-08,0.000749425,-0.020418653,0.0031662,0.022551314,-0.035225063,-0.001267918,0.02419731
MOZ,-0.003713098,2019,0.042300381,-2.98E-10,0.000323805,-0.058659786,0.016771314,0.046992236,-0.037144151,0.001538729,0.026921057
IRN,-0.004100616,2019,0.028036606,6.058216416032838e-09,0.00040465,-0.013236429,0.00492432,0.018208796,-0.041726608,0.00054218,0.018240595
IDN,-0.004508611,2019,0.034685382,7.349212469545396e-09,0.000582243,-0.07460662,0.032100945,0.03639582,-0.053680197,-0.000836424,0.037809681
MEX,-0.004556225,2019,0.016292609,2.1087005127165523e-08,0.001041441,-0.085318288,0.066680768,0.014818783,-0.016890324,-0.000701135,0.036457134
GIN,-0.004812275,2019,0.092486241,-1.30E-08,-0.000378825,-0.08017256,0.019816106,0.017633897,-0.054945693,0.001298275,0.052041954
BRA,-0.005175217,2019,0.038444938,1.4577436165468e-09,0.00055195,-0.044205143,0.022938282,0.023652418,-0.054681889,0.004059033,0.044144132
NLD,-0.00521962,2019,0.018761427,2.0836303576497228e-08,0.000972215,-0.067456922,0.038646924,0.01862124,-0.025513498,-0.001374805,0.03694473
BEL,-0.005394212,2019,0.027563632,2.38831205473474e-08,0.001050268,-0.068695859,0.035414327,0.024873569,-0.044904328,-0.000913662,0.042397189
COL,-0.00545144,2019,0.021318047,2.4507204367212474e-09,0.000308457,-0.042464057,0.015480885,0.026206861,-0.045597187,6.074000848189357e-05,0.025787763
ESP,-0.005510595,2019,0.024763825,2.0853196832077745e-08,0.000988076,-0.074653989,0.046872877,0.022083873,-0.048850952,-0.000475427,0.044505385
GBR,-0.005519771,2019,0.01738262,2.1944681543111977e-08,0.000938239,-0.082465504,0.050183025,0.015105146,-0.033149316,-0.000734638,0.034890036
GRC,-0.005829711,2019,0.0263202,1.1668543350723412e-08,0.000710343,-0.054135755,0.015249958,0.017646114,-0.050027562,-0.001522972,0.034613128
IND,-0.006057973,2019,0.026649424,1.1377645342012582e-08,0.000669073,-0.06925909,0.030596715,0.021774246,-0.036679976,-0.001282366,0.041666194
URY,-0.006213735,2019,0.028399734,3.592606179554643e-09,0.000800483,-0.0569685,0.024836905,0.040871528,-0.077282283,0.004188424,0.088834801
THA,-0.007051677,2019,0.025656243,1.741240246653267e-08,0.00087011,-0.07956387,0.048325572,0.021017322,-0.022557785,-0.001867388,0.044589421
ISR,-0.007061025,2019,0.02021604,1.918184689594991e-08,0.000899279,-0.084621429,0.042305337,0.012611403,0.008797293,-0.001900084,0.031220315
USA,-0.007114346,2019,0.018903911,2.1604265399152472e-08,0.000976973,-0.072121371,0.043032695,0.016126593,-0.019505598,-0.000521934,0.031252286
ARE,-0.00727849,2019,0.01923315,8.237245519107578e-09,0.000464148,-0.059274671,0.0259836,0.011650986,-0.028385606,-0.001252087,0.031246272
FRA,-0.007481217,2019,0.017771157,2.4026723913241703e-08,0.00107903,-0.084596349,0.054632808,0.017746747,-0.041962091,-0.000151094,0.036648419
KGZ,-0.007635502,2019,0.053729072,-3.74E-09,3.459240894911923e-05,-0.069422168,0.025039901,0.023739886,-0.056856705,-0.000928572,0.061016331
TUN,-0.008160277,2019,0.021578503,9.303165671460005e-09,0.000665636,-0.086700923,0.04707823,0.01302268,-0.034124691,-0.001258755,0.037493429
PAK,-0.008348091,2019,0.035902109,-5.05E-09,0.000205745,-0.068176552,0.04037306,0.025607296,-0.052901903,-0.001400815,0.049403892
ZMB,-0.008521374,2019,0.061310624,-8.77E-09,0.000648582,-0.060350168,0.010154295,0.032368245,-0.053153883,0.001458941,0.05121855
MDA,-0.00882323,2019,0.024727551,3.7534998329584195e-09,0.000693352,-0.052713451,0.035091855,0.020091005,-0.040921531,0.001713471,0.045023843
NOR,-0.008830003,2019,0.008921017,1.4119372342174972e-08,0.000592123,-0.034823907,0.011252104,0.007342289,-0.032637148,-0.000524107,0.012632668
ARG,-0.008881999,2019,0.021257889,1.4169019815431574e-09,0.000587168,-0.029204267,0.021975315,0.022809079,-0.061409167,0.005858008,0.052344995
LBN,-0.008939389,2019,0.036157341,6.390343838109154e-09,0.000338256,-0.078246464,0.03269037,0.019353049,-0.03977304,-0.001303213,0.05596431
EGY,-0.009177575,2019,0.033522353,6.3656915211863874e-09,0.000490187,-0.04556213,0.017897966,0.023233592,-0.047473989,-0.001028529,0.037447862
KOR,-0.010070105,2019,0.023885799,2.5609760787405595e-08,0.001097711,-0.084558564,0.045882427,0.017628571,-0.005155626,-0.002501583,0.028999282
YEM,-0.010511185,2019,0.003660869,8.41034953897164e-10,6.131602322672513e-05,-0.013644066,0.005743668,0.005201957,-0.055494626,-0.000398424,0.013635404
TGO,-0.010787954,2019,0.026373654,-2.74E-09,0.000199926,-0.025309502,0.009093145,0.014923997,-0.03893777,-0.000458076,0.021491045
CMR,-0.010800408,2019,0.009390411,-5.50E-09,-4.44E-05,-0.022689518,0.013566208,0.007189971,-0.034762963,-0.000362719,0.018042307
MMR,-0.010911375,2019,0.011878234,-1.80E-10,0.00034954,-0.05539283,0.034759962,0.01293904,-0.074166209,-0.000668621,0.0309073
PNG,-0.011505507,2019,0.024544935,1.6729568213312795e-09,0.0002805,-0.04100163,0.008247688,0.006330396,-0.053768087,-0.000763372,0.028570475
GEO,-0.011857656,2019,0.043473363,1.1361765810279131e-08,0.000907624,-0.07824948,0.04229057,0.025563964,-0.041516379,0.00045542,0.04466451
BOL,-0.012119893,2019,0.046891748,-6.57E-10,0.000395815,-0.044207154,0.011145089,0.010516683,-0.053529816,0.001482207,0.032348361
MNG,-0.012213794,2019,0.070333716,-4.36E-09,0.00047147,-0.085481677,0.027794973,0.048940602,-0.053503005,0.003661681,0.024612423
CRI,-0.013173168,2019,0.009337305,1.5914168596217287e-08,0.000831039,-0.064500205,0.036727093,0.011220704,0.03823593,-0.00201611,0.024127187
DOM,-0.013281776,2019,0.026436584,6.1065961634002085e-09,0.000507574,-0.080849669,0.03244935,0.01974711,-0.044011094,-0.001534707,0.041315657
PRY,-0.013319002,2019,0.016008566,-6.71E-09,0.000446,-0.025187785,0.018452532,0.023046414,-0.062938004,0.007302692,0.070983027
MLI,-0.013338618,2019,0.059184109,-1.20E-08,-0.000651799,-0.08054742,0.017963823,0.020513787,-0.050279739,-0.001109932,0.083355047
LKA,-0.013606595,2019,0.011276206,-4.64E-09,0.000311135,-0.084635994,0.050911456,0.007463734,-0.06004871,-0.002973109,0.040586002
PAN,-0.013720369,2019,0.016032543,1.1642533041750972e-08,0.000726877,-0.076636076,0.042907896,0.009409657,-0.052961786,-0.002374587,0.028292258
UGA,-0.013917009,2019,0.043130907,-5.81E-09,-0.000143868,-0.06050054,0.017652298,0.024452701,-0.058926968,-0.00134362,0.07137952
UZB,-0.013947525,2019,0.045469525,8.054576558448762e-10,0.00015329,-0.042841375,0.013427744,0.016278338,-0.049128993,-0.000200285,0.048913985
GTM,-0.013997071,2019,0.020440962,-1.87E-09,0.00032343,-0.049253049,0.033936048,0.021791347,-0.062683673,-0.00251088,0.042818969
CHE,-0.014057231,2019,0.017608925,2.287372179220462e-08,0.000785544,-0.091186497,0.038951767,0.01185817,-0.025104276,-0.002213884,0.036942124
KHM,-0.014079512,2019,0.006188947,-6.68E-09,0.000184621,-0.096743854,0.063226079,0.006486822,-0.088423538,-0.002276116,0.040582205
COD,-0.014184926,2019,0.083697072,4.836290321459425e-09,0.000722745,-0.064871625,0.009412942,0.021221371,-0.058216765,0.000577496,0.044592612
VNM,-0.014530037,2019,0.008351756,1.2943561203700886e-08,0.000801587,-0.098987008,0.063761773,0.007989822,-0.024534059,-0.002561486,0.026205101
GHA,-0.014530138,2019,0.03429718,-1.00E-08,-0.000339011,-0.045776056,0.015785041,0.01431383,-0.055606393,-0.001251082,0.044525808
MUS,-0.014778228,2019,0.014089158,2.118804581974909e-09,0.000428432,-0.088616848,0.043862387,0.010835433,-0.048792939,-0.001978236,0.045172422
MYS,-0.015243174,2019,0.014803562,1.858924652590008e-08,0.0008727,-0.081054934,0.033000436,0.009949866,0.00605005,-0.00342329,0.017992613
BWA,-0.015592476,2019,0.024653314,-2.90E-09,0.000236638,-0.104347844,0.04028042,0.006323833,0.040233123,-0.000991186,0.054834738
MAR,-0.015978804,2019,0.028933697,8.12613838613639e-09,0.00064276,-0.081154468,0.045329111,0.01526207,-0.043521948,-0.000756912,0.041457579
JOR,-0.016690199,2019,0.033329014,4.512872504226181e-09,0.000539066,-0.080024498,0.036037766,0.017778171,-0.075964238,-0.002063294,0.034321486
SEN,-0.01683253,2019,0.047164648,-5.14E-10,8.94023488697974e-05,-0.054053812,0.016030493,0.021857895,-0.05269937,-0.00124006,0.03992779
ZWE,-0.017108169,2019,0.043164734,-1.17E-08,-0.000185608,-0.035712965,0.020410576,0.021324315,-0.064223512,-0.000338001,0.050836806
KEN,-0.017487613,2019,0.020827797,-5.73E-09,0.000155854,-0.059781665,0.024650638,0.014327042,-0.06991573,-0.002061485,0.048971622
TZA,-0.017585222,2019,0.040005806,-8.11E-09,-0.000144923,-0.052628942,0.020544298,0.021413762,-0.05042243,-0.000940409,0.058189794
SGP,-0.017647335,2019,0.012773572,2.300660288207154e-08,0.000956911,-0.081531464,0.035817959,0.009606686,-0.000321153,-0.003169937,0.020755479
NAM,-0.018310149,2019,0.038655936,1.6376217065713524e-10,0.000444054,-0.087851866,0.026046346,0.013140087,-0.033195604,0.001498167,0.046912617
LAO,-0.018339844,2019,0.037298049,-1.52E-09,0.000487474,-0.07509991,0.037294226,0.02067242,-0.049530325,0.000188288,0.034285183
BFA,-0.018733085,2019,0.056599145,-1.19E-08,-0.000504598,-0.068137145,0.017258873,0.018246342,-0.054033078,-0.0003128,0.072603678
IRL,-0.019255003,2019,0.007565487,3.429206847969316e-08,0.001290042,-0.070243498,0.036240394,0.014095286,-0.041982144,-0.00213783,0.02816053
BGD,-0.020847865,2019,0.000706296,-1.16E-08,1.953921877716593e-05,-0.103852091,0.072989814,-0.000610937,-0.082535015,-0.002956452,0.033635649
HND,-0.020905785,2019,0.012872951,-6.04E-09,0.00015214,-0.075667915,0.045540962,0.009261013,-0.069965301,-0.002687413,0.043512548
NIC,-0.021187494,2019,0.013337337,-5.87E-09,0.000171848,-0.082126887,0.041612767,0.00984391,-0.074164722,-0.00096445,0.063946659
ETH,-0.021535637,2019,0.00746586,-4.27E-09,0.00023499,-0.038106313,0.028765087,0.007737291,-0.067371812,-0.000368825,0.046651522
TJK,-0.022907415,2019,0.08233097,-8.49E-09,4.458010528811407e-05,-0.048017201,0.015025988,0.021693241,-0.060064579,0.000870145,0.037281219
PHL,-0.023679616,2019,0.014305067,1.8266490095516716e-08,0.000924882,-0.09766957,0.052818027,0.006077981,0.003210626,-0.003747361,0.018746982
MRT,-0.023851721,2019,0.057727179,-7.81E-10,0.00034412,-0.091575557,0.027691213,0.009897591,-0.061856881,0.003267097,0.042398731
MWI,-0.025635301,2019,0.007815659,-1.96E-08,-0.000418531,0.032006271,0.021525857,0.010760669,-0.060663867,-0.000461817,0.025903857
PER,-0.026042532,2019,0.064565712,-5.39E-09,0.000357591,-0.064682152,0.021255778,0.012842298,-0.054511832,-0.000187856,0.041052372
ECU,-0.029504479,2019,-0.001611522,-3.22E-09,0.000167532,-0.03263966,0.020180984,0.002714356,-0.0507328,-0.000809558,0.014115508
JAM,-0.031437362,2019,0.020465758,1.4700744614092493e-08,0.000989074,-0.083626815,0.034574441,0.018617365,-0.038352613,0.000796108,0.043551101
MDG,-0.031857193,2019,0.01249938,-8.96E-09,0.000208185,-0.058086064,0.035981926,0.00622169,-0.052911605,-2.72E-05,0.03028479
CHL,-0.032710184,2019,0.05985491,6.397840754375847e-10,0.000715207,-0.067580956,0.0232551,0.016049921,-0.058622553,-6.89E-05,0.031616948
ARM,-0.033226614,2019,0.053116234,-2.11E-09,0.000545965,-0.089238098,0.034465012,0.013985143,-0.069889532,-0.001071559,0.034785047
CIV,-0.035030242,2019,0.006819617,-1.62E-08,-0.000376817,-0.028868907,0.026775298,0.009749886,-0.058438554,-0.001752366,0.021833359
CUB,-0.039767818,2019,0.021769259,-5.93E-09,0.000645777,-0.079497321,0.020616709,0.018333324,-0.139334978,0.000377747,0.029923742
BIH,0.011307718,2020,0.04034545,1.1189305726576392e-08,0.000834548,-0.079261628,0.042230517,0.026749031,-0.055600267,-0.000122573,0.048208632
CYP,0.006908835,2020,0.018811039,1.3828821952932522e-08,0.000743426,-0.073425776,0.02731345,0.01202123,-0.042363773,-0.001726203,0.034718705
UKR,0.004971723,2020,0.050994276,3.304124451222287e-10,0.00069836,-0.036475115,0.016910185,0.041100593,-0.035377762,0.005785292,0.049972055
MKD,0.004616018,2020,0.057825706,1.8491174759414353e-08,0.000919622,-0.070257024,0.035310646,0.029142258,-0.017034331,-7.13E-05,0.042286975
EST,0.004567853,2020,0.023599936,1.698137491672257e-08,0.000973236,-0.075834929,0.047927201,0.02144516,-0.013969924,8.571867096676737e-06,0.040050123
GAB,0.003909694,2020,0.043818732,-9.00E-09,3.19589607157601e-05,-0.02741362,0.008210324,0.009206779,-0.008969159,0.000324152,0.012344811
LVA,0.003413616,2020,0.026524364,1.3526608814657164e-08,0.000937021,-0.069911985,0.041579,0.023568984,-0.025904538,0.00095741,0.041421579
BLR,0.00307815,2020,0.03396607,1.3133003357928026e-08,0.000899162,-0.067558625,0.027017634,0.028395575,-0.035513413,-0.000503377,0.055117168
POL,0.002953585,2020,0.027522391,1.8315949073421058e-08,0.000986656,-0.079944649,0.047746204,0.023213721,-0.039405273,-0.000593848,0.046110942
FIN,0.002228976,2020,0.040693665,2.3557439412104407e-08,0.001064332,-0.072473093,0.034656379,0.032813038,-0.029219403,0.000172883,0.04273746
AUT,0.001653337,2020,0.028567014,2.4651028273924912e-08,0.001075951,-0.081281744,0.04835603,0.024069321,-0.030324159,-0.000588031,0.042539562
SVN,0.001627189,2020,0.023536722,2.463647032608363e-08,0.00109412,-0.081548957,0.048748969,0.019469709,-0.037836012,-0.000719909,0.035565267
ITA,0.001576797,2020,0.022652564,2.1310550817596362e-08,0.000956383,-0.081772456,0.047347608,0.01991935,-0.045201766,-0.000996226,0.040164889
OMN,0.001533461,2020,0.0226243,8.438122692377758e-09,0.00048512,-0.025470224,0.008000469,0.017748727,-0.034296233,3.475050298848301e-05,0.020930961
LTU,0.001317809,2020,0.02300981,1.5904121148739853e-08,0.000931499,-0.063967006,0.0333102,0.021235996,-0.044964251,0.000271346,0.03907562
COG,0.001207774,2020,0.003351179,1.4470595508178246e-09,0.000278026,-0.013491914,0.00283363,0.001740894,-0.042211243,-0.000106166,0.004091942
CZE,0.000794684,2020,0.02189782,2.2999293873340464e-08,0.001106549,-0.089004139,0.063060932,0.020044824,-0.020193343,-0.000746174,0.03812921
BHR,-0.000279357,2020,0.047215577,8.603240705858738e-09,0.000641137,-0.055601231,0.005569404,0.023992807,-0.036151452,-0.000542353,0.037321659
SWE,-0.000909635,2020,0.02787596,2.3777768029711515e-08,0.001077816,-0.082471609,0.048804855,0.023170039,-0.033679921,-0.0003435,0.037116281
SLV,-0.001185146,2020,0.025692669,2.6716320077824382e-09,0.000456266,-0.07720445,0.045909002,0.020561333,-0.05350202,-0.002140159,0.04430519
HRV,-0.0013953,2020,0.026517465,1.4614058204737662e-08,0.000836187,-0.071257763,0.038692723,0.020004422,-0.046753761,-0.000291301,0.037607117
KAZ,-0.001461599,2020,0.037130874,2.331769557384991e-09,0.000388334,-0.016071117,0.004952878,0.020902657,-0.033872111,0.002884436,0.018746763
DEU,-0.001465566,2020,0.022163321,2.6258695062381663e-08,0.00113332,-0.083756443,0.055230632,0.019298416,-0.024409576,-0.000680466,0.037295667
NGA,-0.001526926,2020,-0.000744222,1.62792667488659e-09,8.721027677497617e-05,0.004456635,-0.000601475,0.000187426,-0.046316704,9.210358748763392e-05,-0.00194987
BGR,-0.001547008,2020,0.033292751,1.1247103426861069e-08,0.000812625,-0.064464162,0.031497717,0.023555705,-0.030625923,0.000345634,0.039848346
TKM,-0.001692842,2020,0.003440029,1.617122701728444e-08,0.000678112,0.005661104,-0.002303869,0.001450403,-0.02522426,0.000339916,-0.000884574
LBR,-0.001726667,2020,0.060732459,-9.36E-09,-9.37E-06,-0.079361121,0.022293277,0.011613193,-0.040980978,0.002682398,0.035560149
ROU,-0.001821273,2020,0.023466379,1.7362677058600956e-08,0.000974293,-0.081686984,0.048784594,0.019133241,-0.025199458,0.000156923,0.040760888
AUS,-0.001933816,2020,0.06668015,1.882461603162349e-09,0.00058524,-0.064854632,0.02200885,0.026209665,-0.033986719,0.005845593,0.033384261
SVK,-0.002037534,2020,0.021976048,2.41853380835816e-08,0.001160781,-0.089911957,0.070413467,0.021180594,-0.024419821,-9.06E-05,0.042194177
DNK,-0.002093338,2020,0.013843853,2.3184859493573685e-08,0.001033483,-0.081618965,0.043147611,0.015829165,-0.039243153,-0.000430781,0.042889866
TUR,-0.002113494,2020,0.03615891,1.2794313116789665e-08,0.000744708,-0.073049159,0.044304436,0.026025319,-0.038115782,-0.00079586,0.045187306
NZL,-0.002483971,2020,0.018310024,1.3348752031749445e-08,0.001080311,-0.064346576,0.034828166,0.020846536,-0.044846173,0.001679023,0.083913782
KWT,-0.002570763,2020,0.004512573,2.773776073922317e-09,0.000154156,0.000323073,0.00152093,0.005164485,-0.027053177,-0.000239551,0.00518695
SAU,-0.002589078,2020,0.017109057,7.095533603472499e-09,0.000302881,-0.007317799,0.000563192,0.01245824,-0.034173774,-0.000562661,0.014087656
LBY,-0.002659657,2020,0.011661441,-1.98E-09,-0.000109802,-0.008461566,0.000529906,0.005212207,-0.039699281,-0.00020529,0.014842833
JPN,-0.002725047,2020,0.02439911,2.8329348808408318e-08,0.001155058,-0.087525191,0.059651137,0.020078737,-4.22E-05,-0.001310235,0.035160138
VEN,-0.002800926,2020,0.006715746,-2.89E-10,3.606922829447188e-05,-0.00178583,0.000821751,0.008010124,-0.021100725,-3.35E-05,0.005792613
CAN,-0.002808279,2020,0.027471205,1.4182739917920736e-08,0.000774725,-0.057989976,0.032671878,0.020224391,-0.034946054,0.001290448,0.036271622
PRT,-0.00295243,2020,0.026600075,1.6882346735823543e-08,0.000865465,-0.079140461,0.046775803,0.021712896,-0.041067086,-0.000957452,0.040545076
QAT,-0.002983847,2020,0.011739745,1.1360420139098097e-08,0.000534637,-0.002145262,-0.002331798,0.004979885,-0.022574287,-0.000254712,0.004472395
RUS,-0.0030202,2020,0.027378651,4.392852459342772e-09,0.000451053,-0.033945117,0.006780162,0.023483537,-0.030981506,0.001080772,0.027783958
CHN,-0.003028658,2020,0.01850728,1.812845231988309e-08,0.00093156,-0.088959167,0.05842049,0.014030677,-0.006084367,-0.002266398,0.029900325
ALB,-0.00353186,2020,0.022148434,4.1670630015537545e-10,0.000499476,-0.077870061,0.045666983,0.015910645,-0.102040111,-0.001193243,0.040172016
SRB,-0.003609306,2020,0.032804351,1.2765267524658848e-08,0.000849614,-0.069621139,0.03556541,0.024961419,-0.046364298,5.881118412175124e-05,0.046072932
AZE,-0.003869508,2020,0.002370795,3.26804453453517e-10,3.861686427084098e-05,0.006803441,0.000440593,0.001776122,-0.033236859,0.000142531,0.000661856
DZA,-0.003894233,2020,0.007846173,6.7297948471395926e-09,0.000382271,-0.001165619,-0.005121764,0.004127396,-0.025873083,-0.000264033,0.002821567
ZAF,-0.003910904,2020,0.053754638,7.738971047376008e-09,0.000658144,-0.070746017,0.027205096,0.028601284,-0.033613909,0.00183092,0.044068254
SWZ,-0.00439744,2020,0.035501251,1.0535193795892721e-08,0.000668798,-0.017935088,0.026321997,0.039105442,-0.066322456,-0.001477273,0.052832939
IDN,-0.004873508,2020,0.036170347,5.263000094592845e-09,0.000512059,-0.071187455,0.029964524,0.037234473,-0.04560266,-0.000918278,0.040267627
HUN,-0.005112698,2020,0.019041756,2.2548547975608982e-08,0.001093922,-0.082646439,0.058054249,0.01766431,-0.014340001,-0.000564213,0.037940659
TTO,-0.005375518,2020,0.025760755,1.3867823879935516e-08,0.00072707,-0.022592057,0.003554731,0.024910215,-0.031407811,-0.001144549,0.026038424
GBR,-0.005466011,2020,0.018174619,2.1679924211370172e-08,0.000928494,-0.079282207,0.047658461,0.015731757,-0.02657733,-0.000660909,0.034881717
IND,-0.005572445,2020,0.028311464,1.1012766678033771e-08,0.000659852,-0.063935749,0.029324593,0.024580151,-0.032296109,-0.000838745,0.041852827
GRC,-0.005991804,2020,0.025414193,1.3443198913083258e-08,0.000748286,-0.056902319,0.018852632,0.017990294,-0.047015106,-0.0012701,0.034571695
MEX,-0.006264008,2020,0.01642971,1.997221206951041e-08,0.001001398,-0.082249743,0.065465403,0.014579022,-0.007815746,-0.000737419,0.03546335
BRA,-0.006348087,2020,0.039290428,-1.44E-09,0.000483342,-0.039982812,0.021432786,0.023087397,-0.04832686,0.004699668,0.044605246
ESP,-0.006561407,2020,0.023195316,2.0184216125520982e-08,0.000961009,-0.070822105,0.046423145,0.021575594,-0.04189551,-0.000322895,0.044306238
NLD,-0.00665552,2020,0.017425296,2.071442180698799e-08,0.000962524,-0.067000604,0.041367196,0.018212196,-0.016432288,-0.001263924,0.036106182
FRA,-0.006723296,2020,0.018372379,2.2903739147831675e-08,0.001034838,-0.078761653,0.051267599,0.018428696,-0.036440393,-0.000146984,0.037001751
MOZ,-0.006926585,2020,0.044065966,-3.00E-09,0.000180054,-0.04633285,0.01338773,0.039972472,-0.038196253,0.001286079,0.026038341
URY,-0.007195061,2020,0.027033237,2.2102444971843514e-09,0.000740978,-0.050264547,0.022813103,0.041688522,-0.068067706,0.004376056,0.089641487
BEL,-0.007451648,2020,0.025163955,2.3762616740058472e-08,0.00104491,-0.067918361,0.036023358,0.023780669,-0.040888583,-0.000764763,0.040106014
USA,-0.008075567,2020,0.018764831,2.080992688283174e-08,0.000943305,-0.067187968,0.04130854,0.016141473,-0.010090696,-0.000342142,0.030670248
COL,-0.008543209,2020,0.023825441,9.134173789348401e-10,0.000257257,-0.044177603,0.016405773,0.026595617,-0.040813393,-0.000114201,0.032513519
THA,-0.008564479,2020,0.025485074,1.6244458410137995e-08,0.000817776,-0.077555627,0.047540251,0.020257106,-0.014585193,-0.001753822,0.044228606
ARE,-0.008650138,2020,0.022124095,7.718168650690985e-09,0.000412899,-0.059566139,0.027160759,0.013177935,-0.027003522,-0.001181738,0.03435134
TUN,-0.008676672,2020,0.020655657,8.795334324784609e-09,0.000634033,-0.084141423,0.045222955,0.012987014,-0.023661655,-0.001113501,0.037021226
KGZ,-0.0088173,2020,0.056600313,-5.96E-09,-0.000104256,-0.067550056,0.021353435,0.023979913,-0.045971677,-0.000846652,0.065519311
MDA,-0.008843059,2020,0.025156209,3.478664926355149e-09,0.000675414,-0.053309615,0.034994165,0.021133122,-0.03490291,0.001271514,0.0448812
GIN,-0.009378759,2020,0.079533919,-1.35E-08,-0.000551873,-0.079245634,0.017340071,0.018955807,-0.048929111,4.828335561053265e-05,0.067426569
PAK,-0.009504081,2020,0.036166922,-6.20E-09,0.000165885,-0.065112528,0.03991674,0.025359709,-0.04515117,-0.001296055,0.04923122
ISR,-0.009506032,2020,0.0186772,2.0953767148366482e-08,0.00094508,-0.080929374,0.044042457,0.012596122,0.018554086,-0.002041118,0.026474702
ARG,-0.010105805,2020,0.019750704,-8.11E-10,0.000524418,-0.019465976,0.018742199,0.022615377,-0.054642729,0.00628945,0.052289066
TGO,-0.010242818,2020,0.041733531,-3.09E-09,0.000208041,-0.031134745,0.016191267,0.021569437,-0.035458885,-2.63E-05,0.026025527
EGY,-0.01062161,2020,0.035632775,4.5598781427076866e-09,0.000411467,-0.045893554,0.018352944,0.023943845,-0.041156746,-0.001003359,0.040608995
NOR,-0.011057039,2020,0.009632071,1.3563334420087028e-08,0.000569363,-0.036058712,0.013185555,0.008033873,-0.026436694,-0.000403748,0.013252784
LBN,-0.011200633,2020,0.035171477,3.5887035658946172e-09,0.000278533,-0.072897969,0.033898147,0.019577845,-0.030519793,-0.001005562,0.055771296
